,Away_team,division,matchday,result_home,season,team,GD_home,Pts_difference,home_rank
34274,Racing Ferrol,2,25,W,2004-2005,Sporting Gijón,1.0,4.0,12
34272,Celta de Vigo,2,25,L,2004-2005,Recr. Huelva,10.0,12.0,7
34277,UE Lleida,2,25,L,2004-2005,UD Salamanca,-4.0,-2.0,18
34276,Málaga B,2,25,L,2004-2005,UD Almería,-5.0,-4.0,16
34267,Ciudad Murcia,2,25,W,2004-2005,CD Tenerife,-5.0,-3.0,13
34269,Gimnàstic,2,25,T,2004-2005,Cádiz CF,23.0,26.0,1
34276,Pontevedra,2,25,L,2004-2005,Real Valladolid,10.0,17.0,6
34286,UD Salamanca,2,26,L,2004-2005,UD Almería,-6.0,-5.0,18
34282,Racing Ferrol,2,26,W,2004-2005,Recr. Huelva,9.0,15.0,5
34288,Elche CF,2,26,W,2004-2005,Xerez CD,4.0,9.0,8
34282,Sporting Gijón,2,26,T,2004-2005,Cádiz CF,23.0,24.0,2
34285,Real Valladolid,2,26,T,2004-2005,Terrassa FC,-7.0,1.0,17
34281,Alavés,2,26,W,2004-2005,Ciudad Murcia,-12.0,-17.0,19
34285,Gimnàstic,2,26,L,2004-2005,Málaga B,-7.0,-2.0,15
34286,UE Lleida,2,26,W,2004-2005,Poli Ejido,-2.0,-9.0,14
34280,CD Tenerife,2,26,T,2004-2005,Pontevedra,-17.0,-24.0,21
34281,Celta de Vigo,2,26,L,2004-2005,Real Murcia,-17.0,-3.0,20
34283,Córdoba CF,2,26,T,2004-2005,SD Eibar,8.0,19.0,3
34290,Alavés,2,27,W,2004-2005,Celta de Vigo,13.0,19.0,1
34300,Real Valladolid,2,27,T,2004-2005,Xerez CD,5.0,7.0,7
34295,Elche CF,2,27,W,2004-2005,SD Eibar,8.0,22.0,3
34293,Racing Ferrol,2,27,W,2004-2005,Real Murcia,-18.0,0.0,19
34297,CD Tenerife,2,27,T,2004-2005,Terrassa FC,-7.0,-1.0,16
34295,Sporting Gijón,2,27,L,2004-2005,Málaga B,-8.0,-3.0,15
34292,Recr. Huelva,2,27,T,2004-2005,Cádiz CF,23.0,22.0,2
34299,Córdoba CF,2,27,L,2004-2005,UE Lleida,-2.0,8.0,12
34298,Poli Ejido,2,27,T,2004-2005,UD Almería,-7.0,-7.0,18
34299,Gimnàstic,2,27,L,2004-2005,UD Salamanca,-4.0,0.0,17
34292,Ciudad Murcia,2,27,T,2004-2005,Pontevedra,-17.0,-26.0,22
34311,Sporting Gijón,2,28,W,2004-2005,UD Salamanca,-6.0,3.0,15
34309,Celta de Vigo,2,28,L,2004-2005,Racing Ferrol,6.0,-6.0,14
34305,UE Lleida,2,28,W,2004-2005,Elche CF,7.0,22.0,4
34303,Real Murcia,2,28,L,2004-2005,Cádiz CF,23.0,21.0,3
34305,Real Valladolid,2,28,W,2004-2005,SD Eibar,11.0,25.0,2
34307,Ciudad Murcia,2,28,L,2004-2005,Terrassa FC,-7.0,-2.0,19
34306,Recr. Huelva,2,28,L,2004-2005,Málaga B,-10.0,-4.0,16
34300,Pontevedra,2,28,W,2004-2005,Alavés,4.0,18.0,6
34307,Gimnàstic,2,28,W,2004-2005,Poli Ejido,0.0,-8.0,12
34301,Xerez CD,2,28,W,2004-2005,CD Tenerife,-4.0,-4.0,10
34308,Córdoba CF,2,28,L,2004-2005,UD Almería,-7.0,-8.0,20
34312,Racing Ferrol,2,29,W,2004-2005,Alavés,6.0,21.0,6
34312,Xerez CD,2,29,W,2004-2005,Ciudad Murcia,-8.0,-13.0,17
34317,CD Tenerife,2,29,T,2004-2005,SD Eibar,12.0,23.0,2
34315,Málaga B,2,29,L,2004-2005,Real Murcia,-16.0,2.0,19
34318,Terrassa FC,2,29,L,2004-2005,Pontevedra,-19.0,-28.0,22
34318,Poli Ejido,2,29,W,2004-2005,Sporting Gijón,3.0,7.0,10
34316,UD Salamanca,2,29,T,2004-2005,Recr. Huelva,11.0,14.0,5
34321,Real Valladolid,2,29,W,2004-2005,UE Lleida,-4.0,10.0,12
34320,Elche CF,2,29,T,2004-2005,UD Almería,-10.0,-10.0,20
34314,Gimnàstic,2,29,T,2004-2005,Córdoba CF,-13.0,-12.0,21
34313,Celta de Vigo,2,29,W,2004-2005,Cádiz CF,22.0,24.0,3
34322,Terrassa FC,2,30,W,2004-2005,Alavés,7.0,24.0,4
34323,Málaga B,2,30,W,2004-2005,Celta de Vigo,15.0,24.0,1
34325,Cádiz CF,2,30,L,2004-2005,Racing Ferrol,4.0,-8.0,16
34326,UD Salamanca,2,30,L,2004-2005,Real Murcia,-17.0,1.0,20
34331,UD Almería,2,30,L,2004-2005,Real Valladolid,4.0,10.0,7
34330,Xerez CD,2,30,W,2004-2005,Pontevedra,-20.0,-25.0,22
34327,Poli Ejido,2,30,L,2004-2005,Recr. Huelva,11.0,13.0,6
34326,Sporting Gijón,2,30,T,2004-2005,Córdoba CF,-13.0,-14.0,21
34324,SD Eibar,2,30,T,2004-2005,Ciudad Murcia,-6.0,-15.0,17
34331,CD Tenerife,2,30,T,2004-2005,UE Lleida,-2.0,8.0,13
34324,Elche CF,2,30,T,2004-2005,Gimnàstic,3.0,10.0,8
34342,Xerez CD,2,31,T,2004-2005,Terrassa FC,-10.0,-2.0,18
34333,UD Almería,2,31,W,2004-2005,CD Tenerife,-3.0,-5.0,11
34343,Celta de Vigo,2,31,L,2004-2005,UD Salamanca,-3.0,3.0,15
34335,Alavés,2,31,W,2004-2005,Cádiz CF,26.0,30.0,2
34338,Racing Ferrol,2,31,L,2004-2005,Málaga B,-11.0,-3.0,17
34340,Pontevedra,2,31,L,2004-2005,SD Eibar,12.0,20.0,3
34339,Real Murcia,2,31,T,2004-2005,Poli Ejido,1.0,-8.0,12
34337,Sporting Gijón,2,31,L,2004-2005,Elche CF,8.0,17.0,6
34339,Córdoba CF,2,31,W,2004-2005,Recr. Huelva,10.0,16.0,4
34343,Ciudad Murcia,2,31,T,2004-2005,UE Lleida,-2.0,6.0,13
34336,Real Valladolid,2,31,L,2004-2005,Gimnàstic,3.0,9.0,9
34348,UD Salamanca,2,32,W,2004-2005,Racing Ferrol,3.0,-2.0,12
34349,Cádiz CF,2,32,T,2004-2005,Málaga B,-12.0,-5.0,17
34347,CD Tenerife,2,32,T,2004-2005,Gimnàstic,2.0,7.0,9
34347,Real Murcia,2,32,T,2004-2005,Córdoba CF,-15.0,-17.0,22
34348,Recr. Huelva,2,32,L,2004-2005,Elche CF,6.0,16.0,7
34351,Terrassa FC,2,32,W,2004-2005,SD Eibar,11.0,23.0,3
34345,Poli Ejido,2,32,W,2004-2005,Celta de Vigo,18.0,30.0,1
34355,Alavés,2,32,L,2004-2005,Xerez CD,1.0,1.0,11
34352,Sporting Gijón,2,32,W,2004-2005,Real Valladolid,4.0,16.0,6
34346,UD Almería,2,32,L,2004-2005,Ciudad Murcia,-6.0,-18.0,18
34354,Pontevedra,2,32,L,2004-2005,UE Lleida,-2.0,5.0,14
34359,Alavés,2,33,L,2004-2005,Málaga B,-12.0,-6.0,19
34360,Racing Ferrol,2,33,L,2004-2005,Poli Ejido,-2.0,-10.0,14
34365,SD Eibar,2,33,T,2004-2005,Xerez CD,0.0,-1.0,11
34358,Real Murcia,2,33,L,2004-2005,Elche CF,5.0,15.0,6
34364,CD Tenerife,2,33,T,2004-2005,Sporting Gijón,4.0,5.0,8
34358,UD Salamanca,2,33,T,2004-2005,Cádiz CF,28.0,26.0,2
34362,Real Valladolid,2,33,W,2004-2005,Recr. Huelva,13.0,22.0,4
34366,Terrassa FC,2,33,W,2004-2005,UE Lleida,-7.0,8.0,13
34361,UD Almería,2,33,L,2004-2005,Pontevedra,-13.0,-20.0,22
34356,Gimnàstic,2,33,T,2004-2005,Ciudad Murcia,-7.0,-20.0,18
34357,Celta de Vigo,2,33,W,2004-2005,Córdoba CF,-15.0,-14.0,21
34370,UD Salamanca,2,34,W,2004-2005,Málaga B,-14.0,-3.0,17
34376,Xerez CD,2,34,T,2004-2005,UE Lleida,-5.0,6.0,13
34367,Elche CF,2,34,W,2004-2005,Celta de Vigo,20.0,32.0,1
34374,Alavés,2,34,L,2004-2005,SD Eibar,12.0,20.0,4
34375,Terrassa FC,2,34,T,2004-2005,UD Almería,-8.0,-4.0,15
34372,Real Valladolid,2,34,W,2004-2005,Real Murcia,-18.0,3.0,16
34368,Sporting Gijón,2,34,L,2004-2005,Ciudad Murcia,-7.0,-21.0,19
34372,Gimnàstic,2,34,W,2004-2005,Pontevedra,-14.0,-17.0,21
34371,Cádiz CF,2,34,T,2004-2005,Poli Ejido,-4.0,-12.0,14
34373,CD Tenerife,2,34,L,2004-2005,Recr. Huelva,15.0,21.0,5
34369,Racing Ferrol,2,34,L,2004-2005,Córdoba CF,-14.0,-15.0,22
34378,UD Salamanca,2,35,W,2004-2005,Alavés,11.0,35.0,3
34380,Racing Ferrol,2,35,W,2004-2005,Elche CF,3.0,17.0,6
34377,Real Murcia,2,35,L,2004-2005,CD Tenerife,0.0,-7.0,11
34386,Pontevedra,2,35,W,2004-2005,Sporting Gijón,6.0,11.0,7
34379,Cádiz CF,2,35,L,2004-2005,Córdoba CF,-15.0,-16.0,22
34385,Ciudad Murcia,2,35,W,2004-2005,Recr. Huelva,13.0,24.0,4
34384,UE Lleida,2,35,T,2004-2005,SD Eibar,11.0,18.0,5
34387,UD Almería,2,35,W,2004-2005,Xerez CD,0.0,0.0,10
34381,Terrassa FC,2,35,W,2004-2005,Gimnàstic,0.0,7.0,9
34381,Málaga B,2,35,T,2004-2005,Poli Ejido,-4.0,-14.0,15
34383,Celta de Vigo,2,35,L,2004-2005,Real Valladolid,2.0,13.0,8
34399,Gimnàstic,2,36,T,2004-2005,Xerez CD,1.0,-2.0,11
34392,Cádiz CF,2,36,T,2004-2005,Elche CF,4.0,15.0,6
34396,UD Almería,2,36,W,2004-2005,SD Eibar,11.0,21.0,4
34397,Sporting Gijón,2,36,W,2004-2005,Terrassa FC,-15.0,-4.0,19
34398,Alavés,2,36,L,2004-2005,UE Lleida,-5.0,3.0,14
34393,Real Valladolid,2,36,T,2004-2005,Racing Ferrol,7.0,1.0,12
34394,Ciudad Murcia,2,36,W,2004-2005,Real Murcia,-14.0,9.0,13
34394,Recr. Huelva,2,36,T,2004-2005,Pontevedra,-13.0,-20.0,21
34393,UD Salamanca,2,36,T,2004-2005,Poli Ejido,-4.0,-16.0,15
34389,Celta de Vigo,2,36,W,2004-2005,CD Tenerife,-2.0,-4.0,8
34391,Málaga B,2,36,W,2004-2005,Córdoba CF,-18.0,-13.0,22
34401,UD Salamanca,2,37,W,2004-2005,Córdoba CF,-15.0,-10.0,21
34403,Alavés,2,37,L,2004-2005,Poli Ejido,-4.0,-17.0,15
34405,CD Tenerife,2,37,T,2004-2005,Racing Ferrol,7.0,-1.0,12
34406,Pontevedra,2,37,T,2004-2005,Real Murcia,-12.0,7.0,13
34408,Xerez CD,2,37,T,2004-2005,Sporting Gijón,6.0,8.0,7
34405,Cádiz CF,2,37,L,2004-2005,Real Valladolid,0.0,10.0,11
34407,Terrassa FC,2,37,W,2004-2005,Recr. Huelva,14.0,25.0,4
34409,UE Lleida,2,37,T,2004-2005,UD Almería,-10.0,-8.0,17
34403,SD Eibar,2,37,W,2004-2005,Gimnàstic,2.0,8.0,8
34404,Elche CF,2,37,W,2004-2005,Málaga B,-16.0,-3.0,16
34400,Celta de Vigo,2,37,W,2004-2005,Ciudad Murcia,-12.0,-20.0,18
34421,Recr. Huelva,2,38,T,2004-2005,Xerez CD,1.0,-6.0,11
34420,Elche CF,2,38,W,2004-2005,UD Salamanca,-12.0,-2.0,18
34417,Sporting Gijón,2,38,W,2004-2005,SD Eibar,11.0,23.0,5
34417,Terrassa FC,2,38,W,2004-2005,Real Murcia,-12.0,10.0,12
34420,Gimnàstic,2,38,W,2004-2005,UE Lleida,-6.0,4.0,13
34419,Alavés,2,38,L,2004-2005,UD Almería,-10.0,-9.0,19
34414,Real Valladolid,2,38,L,2004-2005,Málaga B,-15.0,-4.0,16
34416,Ciudad Murcia,2,38,L,2004-2005,Racing Ferrol,7.0,-2.0,14
34415,Celta de Vigo,2,38,W,2004-2005,Pontevedra,-13.0,-19.0,22
34412,CD Tenerife,2,38,L,2004-2005,Cádiz CF,36.0,27.0,3
34413,Poli Ejido,2,38,W,2004-2005,Córdoba CF,-12.0,-7.0,20
34426,UD Salamanca,2,39,W,2004-2005,Real Valladolid,-2.0,16.0,6
34422,Córdoba CF,2,39,T,2004-2005,Alavés,16.0,42.0,2
34425,Racing Ferrol,2,39,W,2004-2005,Pontevedra,-11.0,-16.0,20
34431,Real Murcia,2,39,T,2004-2005,Xerez CD,1.0,-8.0,10
34431,UE Lleida,2,39,T,2004-2005,Sporting Gijón,5.0,5.0,8
34424,Ciudad Murcia,2,39,T,2004-2005,Cádiz CF,34.0,25.0,3
34427,Recr. Huelva,2,39,T,2004-2005,SD Eibar,12.0,21.0,5
34425,UD Almería,2,39,L,2004-2005,Gimnàstic,1.0,6.0,11
34421,Málaga B,2,39,L,2004-2005,CD Tenerife,2.0,-4.0,7
34427,Elche CF,2,39,W,2004-2005,Poli Ejido,-7.0,-15.0,15
34428,Celta de Vigo,2,39,L,2004-2005,Terrassa FC,-17.0,-7.0,22
34443,Celta de Vigo,2,40,W,2004-2005,Xerez CD,1.0,-5.0,7
34435,Elche CF,2,40,W,2004-2005,Córdoba CF,-11.0,-6.0,20
34439,Real Murcia,2,40,W,2004-2005,SD Eibar,12.0,24.0,5
34440,Racing Ferrol,2,40,W,2004-2005,Terrassa FC,-18.0,-4.0,22
34440,UE Lleida,2,40,W,2004-2005,Recr. Huelva,15.0,24.0,4
34441,UD Almería,2,40,L,2004-2005,Sporting Gijón,5.0,4.0,10
34437,Real Valladolid,2,40,L,2004-2005,Poli Ejido,-6.0,-16.0,17
34436,Ciudad Murcia,2,40,T,2004-2005,Málaga B,-17.0,-3.0,16
34436,Alavés,2,40,W,2004-2005,Gimnàstic,0.0,9.0,8
34437,Cádiz CF,2,40,T,2004-2005,Pontevedra,-10.0,-18.0,21
34442,CD Tenerife,2,40,W,2004-2005,UD Salamanca,-11.0,0.0,18
34454,Ciudad Murcia,2,41,L,2004-2005,UD Salamanca,-8.0,-1.0,19
34450,Xerez CD,2,41,L,2004-2005,Racing Ferrol,2.0,-5.0,14
34447,Alavés,2,41,L,2004-2005,Elche CF,-1.0,10.0,11
34451,UE Lleida,2,41,W,2004-2005,Real Murcia,-11.0,10.0,12
34446,Sporting Gijón,2,41,W,2004-2005,Gimnàstic,1.0,12.0,8
34445,Terrassa FC,2,41,W,2004-2005,Cádiz CF,34.0,26.0,2
34452,UD Almería,2,41,T,2004-2005,Recr. Huelva,16.0,22.0,5
34447,Málaga B,2,41,T,2004-2005,Pontevedra,-10.0,-20.0,21
34444,Poli Ejido,2,41,T,2004-2005,CD Tenerife,-2.0,-7.0,9
34449,Celta de Vigo,2,41,W,2004-2005,SD Eibar,13.0,27.0,4
34446,Real Valladolid,2,41,L,2004-2005,Córdoba CF,-10.0,-7.0,20
34455,Sporting Gijón,2,42,L,2004-2005,Alavés,16.0,43.0,3
34465,Cádiz CF,2,42,L,2004-2005,Xerez CD,5.0,-3.0,8
34461,Racing Ferrol,2,42,T,2004-2005,SD Eibar,14.0,25.0,4
34462,Málaga B,2,42,W,2004-2005,Terrassa FC,-19.0,-2.0,22
34464,Celta de Vigo,2,42,L,2004-2005,UE Lleida,-6.0,-1.0,15
34463,Real Murcia,2,42,W,2004-2005,UD Almería,-9.0,-2.0,13
34457,Real Valladolid,2,42,W,2004-2005,Elche CF,-2.0,13.0,10
34457,Poli Ejido,2,42,L,2004-2005,Ciudad Murcia,-6.0,-19.0,18
34458,Recr. Huelva,2,42,T,2004-2005,Gimnàstic,4.0,10.0,7
34464,Pontevedra,2,42,L,2004-2005,UD Salamanca,-10.0,-2.0,21
34456,Córdoba CF,2,42,L,2004-2005,CD Tenerife,-2.0,-8.0,11
34851,Xerez CD,2,1,L,2005-2006,RM Castilla,0.0,-1.0,15
34850,Levante,2,1,L,2005-2006,Poli Ejido,0.0,-1.0,21
34845,Sporting Gijón,2,1,L,2005-2006,Albacete,0.0,-1.0,20
34847,Gimnàstic,2,1,W,2005-2006,CD Tenerife,0.0,3.0,2
34851,Racing Ferrol,2,1,T,2005-2006,Lorca Dep.,0.0,-2.0,11
34854,Ciudad Murcia,2,1,L,2005-2006,Recr. Huelva,0.0,-1.0,19
34853,Elche CF,2,1,L,2005-2006,SD Eibar,0.0,-1.0,14
34846,UE Lleida,2,1,L,2005-2006,CD Castellón,0.0,-1.0,16
34853,Real Valladolid,2,1,L,2005-2006,Real Murcia,0.0,-1.0,17
34855,CD Numancia,2,1,L,2005-2006,UD Almería,0.0,-1.0,22
34849,Hércules CF,2,1,T,2005-2006,Málaga B,0.0,-2.0,12
34866,CD Tenerife,2,2,W,2005-2006,Recr. Huelva,-2.0,2.0,8
34858,CD Numancia,2,2,L,2005-2006,CD Castellón,-1.0,-2.0,20
34864,Levante,2,2,L,2005-2006,Racing Ferrol,0.0,-3.0,16
34861,Ciudad Murcia,2,2,L,2005-2006,Málaga B,0.0,-3.0,17
34864,Gimnàstic,2,2,W,2005-2006,Sporting Gijón,2.0,6.0,1
34866,UD Almería,2,2,L,2005-2006,Xerez CD,1.0,2.0,15
34862,UE Lleida,2,2,W,2005-2006,Poli Ejido,-2.0,2.0,14
34859,Lorca Dep.,2,2,L,2005-2006,Elche CF,1.0,2.0,13
34863,Hércules CF,2,2,W,2005-2006,RM Castilla,-1.0,2.0,7
34865,SD Eibar,2,2,W,2005-2006,Real Murcia,-1.0,2.0,12
34857,Real Valladolid,2,2,L,2005-2006,Albacete,-2.0,-2.0,21
34877,CD Numancia,2,3,W,2005-2006,UE Lleida,0.0,5.0,4
34875,Albacete,2,3,T,2005-2006,SD Eibar,-2.0,-4.0,19
34874,Gimnàstic,2,3,L,2005-2006,Real Valladolid,2.0,5.0,8
34870,UD Almería,2,3,T,2005-2006,Hércules CF,-3.0,-5.0,17
34870,Levante,2,3,L,2005-2006,Elche CF,-1.0,1.0,15
34876,Recr. Huelva,2,3,T,2005-2006,Sporting Gijón,6.0,4.0,3
34868,Málaga B,2,3,W,2005-2006,CD Tenerife,0.0,5.0,5
34874,Poli Ejido,2,3,L,2005-2006,Racing Ferrol,-1.0,-4.0,20
34878,CD Castellón,2,3,W,2005-2006,Xerez CD,-2.0,5.0,9
34869,RM Castilla,2,3,W,2005-2006,Ciudad Murcia,3.0,9.0,1
34875,Lorca Dep.,2,3,W,2005-2006,Real Murcia,0.0,5.0,7
34885,CD Tenerife,2,4,L,2005-2006,RM Castilla,1.0,0.0,19
34880,CD Castellón,2,4,W,2005-2006,Hércules CF,-3.0,-2.0,15
34879,UD Almería,2,4,L,2005-2006,Ciudad Murcia,4.0,8.0,2
34884,Sporting Gijón,2,4,W,2005-2006,Málaga B,-2.0,-1.0,17
34884,Recr. Huelva,2,4,L,2005-2006,Real Valladolid,0.0,4.0,13
34888,CD Numancia,2,4,T,2005-2006,Xerez CD,-1.0,3.0,10
34886,UE Lleida,2,4,T,2005-2006,Racing Ferrol,-3.0,-6.0,20
34882,Albacete,2,4,L,2005-2006,Lorca Dep.,1.0,-1.0,16
34883,SD Eibar,2,4,W,2005-2006,Gimnàstic,-4.0,4.0,14
34882,Poli Ejido,2,4,W,2005-2006,Elche CF,-2.0,4.0,11
34881,Real Murcia,2,4,T,2005-2006,Levante,4.0,7.0,1
34899,UE Lleida,2,5,W,2005-2006,Xerez CD,-1.0,6.0,5
34892,Racing Ferrol,2,5,L,2005-2006,Elche CF,0.0,3.0,14
34898,Recr. Huelva,2,5,W,2005-2006,SD Eibar,-3.0,-2.0,21
34891,Hércules CF,2,5,L,2005-2006,CD Numancia,-1.0,2.0,13
34893,Albacete,2,5,T,2005-2006,Levante,4.0,5.0,2
34899,RM Castilla,2,5,T,2005-2006,Sporting Gijón,5.0,1.0,6
34894,Real Valladolid,2,5,T,2005-2006,Málaga B,-1.0,-3.0,17
34895,Real Murcia,2,5,L,2005-2006,Poli Ejido,-1.0,3.0,15
34893,Lorca Dep.,2,5,L,2005-2006,Gimnàstic,-3.0,3.0,16
34890,Ciudad Murcia,2,5,T,2005-2006,CD Castellón,-4.0,-6.0,22
34890,UD Almería,2,5,W,2005-2006,CD Tenerife,2.0,11.0,1
34903,Gimnàstic,2,6,L,2005-2006,Levante,4.0,4.0,5
34907,RM Castilla,2,6,W,2005-2006,Real Valladolid,-2.0,5.0,8
34900,CD Castellón,2,6,L,2005-2006,CD Tenerife,3.0,10.0,3
34903,Ciudad Murcia,2,6,T,2005-2006,CD Numancia,-5.0,0.0,14
34901,Poli Ejido,2,6,W,2005-2006,Albacete,-2.0,0.0,13
34911,Hércules CF,2,6,W,2005-2006,Xerez CD,0.0,9.0,2
34906,Real Murcia,2,6,L,2005-2006,Racing Ferrol,-2.0,-4.0,20
34909,UD Almería,2,6,L,2005-2006,Sporting Gijón,5.0,0.0,11
34904,UE Lleida,2,6,W,2005-2006,Elche CF,-1.0,6.0,9
34909,Lorca Dep.,2,6,W,2005-2006,Recr. Huelva,1.0,5.0,7
34908,Málaga B,2,6,T,2005-2006,SD Eibar,-2.0,-4.0,19
34917,Gimnàstic,2,7,W,2005-2006,Poli Ejido,-5.0,5.0,14
34922,Hércules CF,2,7,L,2005-2006,UE Lleida,3.0,0.0,17
34918,Albacete,2,7,L,2005-2006,Racing Ferrol,-3.0,-5.0,20
34913,CD Tenerife,2,7,L,2005-2006,CD Numancia,-5.0,-1.0,16
34915,Recr. Huelva,2,7,L,2005-2006,Levante,3.0,3.0,8
34912,Sporting Gijón,2,7,L,2005-2006,CD Castellón,-3.0,-4.0,22
34919,UD Almería,2,7,W,2005-2006,Real Valladolid,-1.0,8.0,5
34917,SD Eibar,2,7,W,2005-2006,RM Castilla,-1.0,0.0,18
34916,Málaga B,2,7,W,2005-2006,Lorca Dep.,0.0,4.0,12
34918,Elche CF,2,7,T,2005-2006,Real Murcia,5.0,7.0,3
34913,Xerez CD,2,7,L,2005-2006,Ciudad Murcia,3.0,3.0,10
34927,Recr. Huelva,2,8,T,2005-2006,Poli Ejido,-3.0,3.0,15
34926,Racing Ferrol,2,8,L,2005-2006,Gimnàstic,-5.0,4.0,16
34929,CD Castellón,2,8,T,2005-2006,Real Valladolid,0.0,6.0,6
34925,Málaga B,2,8,T,2005-2006,Levante,1.0,1.0,9
34923,Elche CF,2,8,L,2005-2006,Albacete,0.0,2.0,12
34933,CD Tenerife,2,8,W,2005-2006,Xerez CD,5.0,15.0,1
34929,Lorca Dep.,2,8,L,2005-2006,RM Castilla,1.0,-1.0,18
34925,Sporting Gijón,2,8,W,2005-2006,CD Numancia,-6.0,2.0,14
34930,UE Lleida,2,8,W,2005-2006,Real Murcia,5.0,10.0,2
34932,SD Eibar,2,8,T,2005-2006,UD Almería,2.0,2.0,11
34923,Hércules CF,2,8,L,2005-2006,Ciudad Murcia,-1.0,2.0,13
34938,Málaga B,2,9,L,2005-2006,Poli Ejido,-3.0,2.0,16
34935,Gimnàstic,2,9,W,2005-2006,Elche CF,1.0,10.0,5
34933,Real Murcia,2,9,L,2005-2006,Albacete,-1.0,1.0,13
34942,CD Castellón,2,9,W,2005-2006,SD Eibar,-4.0,-4.0,17
34941,CD Numancia,2,9,W,2005-2006,Real Valladolid,0.0,9.0,4
34940,Levante,2,9,L,2005-2006,RM Castilla,0.0,-2.0,21
34939,Recr. Huelva,2,9,L,2005-2006,Racing Ferrol,-3.0,-3.0,19
34942,Lorca Dep.,2,9,T,2005-2006,UD Almería,2.0,0.0,12
34936,UE Lleida,2,9,W,2005-2006,Ciudad Murcia,-2.0,5.0,10
34943,Sporting Gijón,2,9,T,2005-2006,Xerez CD,7.0,13.0,2
34934,Hércules CF,2,9,T,2005-2006,CD Tenerife,1.0,10.0,6
34946,UD Almería,2,10,L,2005-2006,Levante,4.0,3.0,11
34950,Gimnàstic,2,10,L,2005-2006,Real Murcia,9.0,12.0,3
34944,Ciudad Murcia,2,10,L,2005-2006,CD Tenerife,1.0,9.0,8
34953,Hércules CF,2,10,L,2005-2006,Sporting Gijón,3.0,-1.0,13
34955,Real Valladolid,2,10,T,2005-2006,Xerez CD,7.0,11.0,1
34951,Racing Ferrol,2,10,L,2005-2006,Málaga B,-1.0,-6.0,19
34946,Lorca Dep.,2,10,T,2005-2006,CD Castellón,-7.0,-9.0,22
34948,RM Castilla,2,10,L,2005-2006,Poli Ejido,-4.0,1.0,20
34947,SD Eibar,2,10,L,2005-2006,CD Numancia,-7.0,0.0,17
34954,Albacete,2,10,L,2005-2006,UE Lleida,-1.0,-3.0,21
34953,Elche CF,2,10,W,2005-2006,Recr. Huelva,7.0,12.0,2
34966,CD Tenerife,2,11,W,2005-2006,UE Lleida,-2.0,0.0,19
34955,Levante,2,11,L,2005-2006,CD Castellón,-7.0,-10.0,22
34965,SD Eibar,2,11,W,2005-2006,Xerez CD,7.0,14.0,1
34959,Albacete,2,11,W,2005-2006,Gimnàstic,-5.0,9.0,12
34963,Real Murcia,2,11,W,2005-2006,Recr. Huelva,9.0,15.0,2
34960,Real Valladolid,2,11,T,2005-2006,Hércules CF,4.0,5.0,4
34958,Sporting Gijón,2,11,T,2005-2006,Ciudad Murcia,2.0,6.0,8
34962,Racing Ferrol,2,11,T,2005-2006,RM Castilla,-1.0,-1.0,18
34956,Lorca Dep.,2,11,T,2005-2006,CD Numancia,-8.0,-2.0,17
34960,UD Almería,2,11,L,2005-2006,Poli Ejido,-6.0,0.0,21
34961,Elche CF,2,11,L,2005-2006,Málaga B,-2.0,-7.0,20
34975,Albacete,2,12,T,2005-2006,Recr. Huelva,11.0,13.0,2
34972,SD Eibar,2,12,T,2005-2006,Hércules CF,4.0,3.0,6
34976,Gimnàstic,2,12,W,2005-2006,UE Lleida,-1.0,3.0,16
34970,CD Castellón,2,12,L,2005-2006,Poli Ejido,-7.0,-1.0,21
34974,Elche CF,2,12,W,2005-2006,RM Castilla,-1.0,2.0,15
34973,Real Murcia,2,12,W,2005-2006,Málaga B,-4.0,-4.0,18
34969,Xerez CD,2,12,L,2005-2006,Lorca Dep.,2.0,0.0,11
34968,Levante,2,12,L,2005-2006,CD Numancia,-8.0,-3.0,20
34976,Racing Ferrol,2,12,W,2005-2006,UD Almería,7.0,9.0,4
34969,Sporting Gijón,2,12,L,2005-2006,CD Tenerife,-3.0,7.0,12
34970,Real Valladolid,2,12,L,2005-2006,Ciudad Murcia,2.0,5.0,9
34986,CD Tenerife,2,13,T,2005-2006,Real Valladolid,4.0,6.0,3
34979,UD Almería,2,13,T,2005-2006,Elche CF,-2.0,9.0,8
34985,UE Lleida,2,13,W,2005-2006,Sporting Gijón,4.0,3.0,9
34981,Xerez CD,2,13,L,2005-2006,Levante,2.0,8.0,6
34983,CD Numancia,2,13,L,2005-2006,Poli Ejido,-8.0,-2.0,22
34977,Racing Ferrol,2,13,T,2005-2006,CD Castellón,-7.0,-9.0,21
34983,Real Murcia,2,13,T,2005-2006,RM Castilla,3.0,0.0,15
34980,Recr. Huelva,2,13,T,2005-2006,Gimnàstic,-4.0,6.0,14
34987,Ciudad Murcia,2,13,T,2005-2006,SD Eibar,-2.0,-6.0,18
34982,Hércules CF,2,13,W,2005-2006,Lorca Dep.,-1.0,3.0,10
34982,Albacete,2,13,W,2005-2006,Málaga B,-2.0,-1.0,13
34999,Poli Ejido,2,14,T,2005-2006,Xerez CD,12.0,18.0,1
34993,Levante,2,14,W,2005-2006,Hércules CF,0.0,5.0,5
34997,CD Tenerife,2,14,T,2005-2006,SD Eibar,-2.0,-8.0,17
34994,Gimnàstic,2,14,L,2005-2006,Málaga B,-1.0,-2.0,15
